date,city,group,twin_pair,daily_sales
2025-03-15,Seattle,Control,San Francisco / Seattle,13204.89
2025-03-16,Seattle,Control,San Francisco / Seattle,13914.87
2025-03-17,Seattle,Control,San Francisco / Seattle,12581.62
2025-03-18,Seattle,Control,San Francisco / Seattle,12465.87
2025-03-19,Seattle,Control,San Francisco / Seattle,11702.97
2025-03-20,Seattle,Control,San Francisco / Seattle,12545.32
2025-03-21,Seattle,Control,San Francisco / Seattle,12110.21
2025-03-22,Seattle,Control,San Francisco / Seattle,14510.9
2025-03-23,Seattle,Control,San Francisco / Seattle,14440.69
2025-03-24,Seattle,Control,San Francisco / Seattle,12409.1
2025-03-25,Seattle,Control,San Francisco / Seattle,12630.46
2025-03-26,Seattle,Control,San Francisco / Seattle,12463.23
2025-03-27,Seattle,Control,San Francisco / Seattle,12912.68
2025-03-28,Seattle,Control,San Francisco / Seattle,13370.58
2025-03-29,Seattle,Control,San Francisco / Seattle,14204.91
2025-03-30,Seattle,Control,San Francisco / Seattle,14851.39
2025-03-31,Seattle,Control,San Francisco / Seattle,12928.13
2025-04-01,Seattle,Control,San Francisco / Seattle,12873.42
2025-04-02,Seattle,Control,San Francisco / Seattle,13197.95
2025-04-03,Seattle,Control,San Francisco / Seattle,12876.71
2025-04-04,Seattle,Control,San Francisco / Seattle,13119.22
2025-04-05,Seattle,Control,San Francisco / Seattle,14471.23
2025-04-06,Seattle,Control,San Francisco / Seattle,15785.79
2025-04-07,Seattle,Control,San Francisco / Seattle,13503.31
2025-04-08,Seattle,Control,San Francisco / Seattle,13258.41
2025-04-09,Seattle,Control,San Francisco / Seattle,13672.77
2025-04-10,Seattle,Control,San Francisco / Seattle,13590.88
2025-04-11,Seattle,Control,San Francisco / Seattle,13595.8
2025-04-12,Seattle,Control,San Francisco / Seattle,15537.98
2025-04-13,Seattle,Control,San Francisco / Seattle,15643.16
2025-04-14,Seattle,Control,San Francisco / Seattle,13615.52
2025-04-15,Seattle,Control,San Francisco / Seattle,13644.66
2025-04-16,Seattle,Control,San Francisco / Seattle,13811.92
2025-04-17,Seattle,Control,San Francisco / Seattle,13047.8
2025-04-18,Seattle,Control,San Francisco / Seattle,13408.8
2025-04-19,Seattle,Control,San Francisco / Seattle,16167.58
2025-04-20,Seattle,Control,San Francisco / Seattle,16324.43
2025-04-21,Seattle,Control,San Francisco / Seattle,14052.06
2025-04-22,Seattle,Control,San Francisco / Seattle,14427.16
2025-04-23,Seattle,Control,San Francisco / Seattle,14365.51
2025-04-24,Seattle,Control,San Francisco / Seattle,15516.64
2025-04-25,Seattle,Control,San Francisco / Seattle,14776.58
2025-04-26,Seattle,Control,San Francisco / Seattle,15880.83
2025-04-27,Seattle,Control,San Francisco / Seattle,15592.6
2025-04-28,Seattle,Control,San Francisco / Seattle,13814.61
2025-04-29,Seattle,Control,San Francisco / Seattle,14580.5
2025-04-30,Seattle,Control,San Francisco / Seattle,14238.04
2025-05-01,Seattle,Control,San Francisco / Seattle,14012.67
2025-05-02,Seattle,Control,San Francisco / Seattle,14363.46
2025-05-03,Seattle,Control,San Francisco / Seattle,15789.49
2025-05-04,Seattle,Control,San Francisco / Seattle,16936.49
2025-05-05,Seattle,Control,San Francisco / Seattle,15093.3
2025-05-06,Seattle,Control,San Francisco / Seattle,14775.95
2025-05-07,Seattle,Control,San Francisco / Seattle,15409.09
2025-05-08,Seattle,Control,San Francisco / Seattle,14885.49
2025-05-09,Seattle,Control,San Francisco / Seattle,14546.92
2025-05-10,Seattle,Control,San Francisco / Seattle,17097.01
2025-05-11,Seattle,Control,San Francisco / Seattle,16739.1
2025-05-12,Seattle,Control,San Francisco / Seattle,14583.84
2025-05-13,Seattle,Control,San Francisco / Seattle,14957.23
2025-05-14,Seattle,Control,San Francisco / Seattle,14717.16
2025-05-15,Seattle,Control,San Francisco / Seattle,14547.73
2025-05-16,Seattle,Control,San Francisco / Seattle,15504.16
2025-05-17,Seattle,Control,San Francisco / Seattle,17489.69
2025-05-18,Seattle,Control,San Francisco / Seattle,16198.12
2025-05-19,Seattle,Control,San Francisco / Seattle,15453.73
2025-05-20,Seattle,Control,San Francisco / Seattle,14998.65
2025-05-21,Seattle,Control,San Francisco / Seattle,15093.79
2025-05-22,Seattle,Control,San Francisco / Seattle,15080.77
2025-05-23,Seattle,Control,San Francisco / Seattle,15000.57
2025-05-24,Seattle,Control,San Francisco / Seattle,16953.36
2025-05-25,Seattle,Control,San Francisco / Seattle,16628.7
2025-05-26,Seattle,Control,San Francisco / Seattle,16735.72
2025-05-27,Seattle,Control,San Francisco / Seattle,15433.22
2025-05-28,Seattle,Control,San Francisco / Seattle,15382.85
2025-05-29,Seattle,Control,San Francisco / Seattle,15139.83
2025-05-30,Seattle,Control,San Francisco / Seattle,15295.88
2025-05-31,Seattle,Control,San Francisco / Seattle,17411.8
2025-06-01,Seattle,Control,San Francisco / Seattle,17332.36
2025-06-02,Seattle,Control,San Francisco / Seattle,15202.62
2025-06-03,Seattle,Control,San Francisco / Seattle,15654.32
2025-06-04,Seattle,Control,San Francisco / Seattle,15935.38
2025-06-05,Seattle,Control,San Francisco / Seattle,14986.59
2025-06-06,Seattle,Control,San Francisco / Seattle,15890.5
2025-06-07,Seattle,Control,San Francisco / Seattle,16986.2
2025-06-08,Seattle,Control,San Francisco / Seattle,17496.86
2025-06-09,Seattle,Control,San Francisco / Seattle,15419.96
2025-06-10,Seattle,Control,San Francisco / Seattle,15019.23
2025-06-11,Seattle,Control,San Francisco / Seattle,15105.36
2025-06-12,Seattle,Control,San Francisco / Seattle,15790.07
2025-06-13,Seattle,Control,San Francisco / Seattle,15888.44
2025-06-14,Seattle,Control,San Francisco / Seattle,16995.82
2025-06-15,Seattle,Control,San Francisco / Seattle,17625.23
2025-06-16,Seattle,Control,San Francisco / Seattle,15156.7
2025-06-17,Seattle,Control,San Francisco / Seattle,15805.66
2025-06-18,Seattle,Control,San Francisco / Seattle,15357.72
2025-06-19,Seattle,Control,San Francisco / Seattle,15590.69
2025-06-20,Seattle,Control,San Francisco / Seattle,15878.94
2025-06-21,Seattle,Control,San Francisco / Seattle,17083.63
2025-06-22,Seattle,Control,San Francisco / Seattle,17281.04
2025-06-23,Seattle,Control,San Francisco / Seattle,16283.72
2025-06-24,Seattle,Control,San Francisco / Seattle,15656.04
2025-06-25,Seattle,Control,San Francisco / Seattle,16225.92
2025-06-26,Seattle,Control,San Francisco / Seattle,15443.88
2025-06-27,Seattle,Control,San Francisco / Seattle,16111.06
2025-06-28,Seattle,Control,San Francisco / Seattle,18038.41
2025-06-29,Seattle,Control,San Francisco / Seattle,16475.04
2025-06-30,Seattle,Control,San Francisco / Seattle,15586.11
2025-07-01,Seattle,Control,San Francisco / Seattle,16136.15
2025-07-02,Seattle,Control,San Francisco / Seattle,15823.82
2025-07-03,Seattle,Control,San Francisco / Seattle,16052.48
2025-07-04,Seattle,Control,San Francisco / Seattle,17100.7
2025-07-05,Seattle,Control,San Francisco / Seattle,17494.48
2025-07-06,Seattle,Control,San Francisco / Seattle,17394.41
2025-07-07,Seattle,Control,San Francisco / Seattle,16359.91
2025-07-08,Seattle,Control,San Francisco / Seattle,15989.97
2025-07-09,Seattle,Control,San Francisco / Seattle,16017.95
2025-07-10,Seattle,Control,San Francisco / Seattle,15712.15
2025-07-11,Seattle,Control,San Francisco / Seattle,15675.16
2025-07-12,Seattle,Control,San Francisco / Seattle,17249.79
2025-07-13,Seattle,Control,San Francisco / Seattle,17572.51
2025-07-14,Seattle,Control,San Francisco / Seattle,15677.57
2025-07-15,Seattle,Control,San Francisco / Seattle,15952.42
2025-07-16,Seattle,Control,San Francisco / Seattle,16656.55
2025-07-17,Seattle,Control,San Francisco / Seattle,16164.05
2025-07-18,Seattle,Control,San Francisco / Seattle,15673.73
2025-07-19,Seattle,Control,San Francisco / Seattle,17832.52
2025-07-20,Seattle,Control,San Francisco / Seattle,17176.04
2025-07-21,Seattle,Control,San Francisco / Seattle,14950.61
2025-07-22,Seattle,Control,San Francisco / Seattle,15348.57
2025-07-23,Seattle,Control,San Francisco / Seattle,14988.81
2025-07-24,Seattle,Control,San Francisco / Seattle,15581.21
2025-07-25,Seattle,Control,San Francisco / Seattle,15713.25
2025-07-26,Seattle,Control,San Francisco / Seattle,17919.92
2025-07-27,Seattle,Control,San Francisco / Seattle,17362.97
2025-07-28,Seattle,Control,San Francisco / Seattle,15566.82
2025-07-29,Seattle,Control,San Francisco / Seattle,15967.89
2025-07-30,Seattle,Control,San Francisco / Seattle,14732.76
2025-07-31,Seattle,Control,San Francisco / Seattle,15691.97
2025-08-01,Seattle,Control,San Francisco / Seattle,15886.01
2025-08-02,Seattle,Control,San Francisco / Seattle,16525.62
2025-08-03,Seattle,Control,San Francisco / Seattle,17553.4
2025-08-04,Seattle,Control,San Francisco / Seattle,15649.59
2025-08-05,Seattle,Control,San Francisco / Seattle,15325.84
2025-08-06,Seattle,Control,San Francisco / Seattle,15722.32
2025-08-07,Seattle,Control,San Francisco / Seattle,16354.21
2025-08-08,Seattle,Control,San Francisco / Seattle,15494.91
2025-08-09,Seattle,Control,San Francisco / Seattle,17057.18
2025-08-10,Seattle,Control,San Francisco / Seattle,16749.39
2025-08-11,Seattle,Control,San Francisco / Seattle,15007.97
2025-08-12,Seattle,Control,San Francisco / Seattle,15654.35
2025-08-13,Seattle,Control,San Francisco / Seattle,14953.63
2025-08-14,Seattle,Control,San Francisco / Seattle,15298.09
2025-08-15,Seattle,Control,San Francisco / Seattle,15051.37
2025-08-16,Seattle,Control,San Francisco / Seattle,16966.57
2025-08-17,Seattle,Control,San Francisco / Seattle,16880.57
2025-08-18,Seattle,Control,San Francisco / Seattle,15573.84
2025-08-19,Seattle,Control,San Francisco / Seattle,14926.15
2025-08-20,Seattle,Control,San Francisco / Seattle,14993.15
2025-08-21,Seattle,Control,San Francisco / Seattle,14680.18
2025-08-22,Seattle,Control,San Francisco / Seattle,14864.18
2025-08-23,Seattle,Control,San Francisco / Seattle,16722.69
2025-08-24,Seattle,Control,San Francisco / Seattle,16844.09
2025-08-25,Seattle,Control,San Francisco / Seattle,14581.63
2025-08-26,Seattle,Control,San Francisco / Seattle,15267.23
2025-08-27,Seattle,Control,San Francisco / Seattle,15430.23
2025-08-28,Seattle,Control,San Francisco / Seattle,15021.64
2025-08-29,Seattle,Control,San Francisco / Seattle,15575.0
2025-08-30,Seattle,Control,San Francisco / Seattle,16042.52
2025-08-31,Seattle,Control,San Francisco / Seattle,15821.66
2025-09-01,Seattle,Control,San Francisco / Seattle,15215.28
2025-09-02,Seattle,Control,San Francisco / Seattle,15292.2
2025-09-03,Seattle,Control,San Francisco / Seattle,14922.32
2025-09-04,Seattle,Control,San Francisco / Seattle,14604.93
2025-09-05,Seattle,Control,San Francisco / Seattle,14705.54
2025-09-06,Seattle,Control,San Francisco / Seattle,15669.57
2025-09-07,Seattle,Control,San Francisco / Seattle,17064.1
2025-09-08,Seattle,Control,San Francisco / Seattle,14543.37
2025-09-09,Seattle,Control,San Francisco / Seattle,14501.17
2025-09-10,Seattle,Control,San Francisco / Seattle,14713.32
2025-09-11,Seattle,Control,San Francisco / Seattle,14580.9
2025-09-12,Seattle,Control,San Francisco / Seattle,14443.42
2025-09-13,Seattle,Control,San Francisco / Seattle,15562.96
2025-09-14,Seattle,Control,San Francisco / Seattle,16032.93
2025-09-15,Seattle,Control,San Francisco / Seattle,15002.28
2025-09-16,Seattle,Control,San Francisco / Seattle,14752.7
2025-09-17,Seattle,Control,San Francisco / Seattle,14816.83
2025-09-18,Seattle,Control,San Francisco / Seattle,13940.06
2025-09-19,Seattle,Control,San Francisco / Seattle,13713.68
2025-09-20,Seattle,Control,San Francisco / Seattle,15584.17
2025-09-21,Seattle,Control,San Francisco / Seattle,15621.74
2025-09-22,Seattle,Control,San Francisco / Seattle,14442.12
2025-09-23,Seattle,Control,San Francisco / Seattle,13292.48
2025-09-24,Seattle,Control,San Francisco / Seattle,14546.35
2025-09-25,Seattle,Control,San Francisco / Seattle,13836.45
2025-09-26,Seattle,Control,San Francisco / Seattle,13694.1
2025-09-27,Seattle,Control,San Francisco / Seattle,14985.29
2025-09-28,Seattle,Control,San Francisco / Seattle,14693.56
2025-09-29,Seattle,Control,San Francisco / Seattle,14090.25
2025-09-30,Seattle,Control,San Francisco / Seattle,13755.91
2025-10-01,Seattle,Control,San Francisco / Seattle,13176.33
2025-10-02,Seattle,Control,San Francisco / Seattle,13140.17
2025-10-03,Seattle,Control,San Francisco / Seattle,13489.92
2025-10-04,Seattle,Control,San Francisco / Seattle,15818.05
2025-10-05,Seattle,Control,San Francisco / Seattle,15013.0
2025-10-06,Seattle,Control,San Francisco / Seattle,12922.17
2025-10-07,Seattle,Control,San Francisco / Seattle,13391.92
2025-10-08,Seattle,Control,San Francisco / Seattle,13348.14
2025-10-09,Seattle,Control,San Francisco / Seattle,12345.72
2025-10-10,Seattle,Control,San Francisco / Seattle,13370.25
2025-10-11,Seattle,Control,San Francisco / Seattle,14827.34
2025-10-12,Seattle,Control,San Francisco / Seattle,15166.21
2025-10-13,Seattle,Control,San Francisco / Seattle,14035.61
2025-10-14,Seattle,Control,San Francisco / Seattle,13715.24
2025-10-15,Seattle,Control,San Francisco / Seattle,13125.94
2025-10-16,Seattle,Control,San Francisco / Seattle,12760.09
2025-10-17,Seattle,Control,San Francisco / Seattle,14201.58
2025-10-18,Seattle,Control,San Francisco / Seattle,14725.79
2025-10-19,Seattle,Control,San Francisco / Seattle,14677.89
2025-10-20,Seattle,Control,San Francisco / Seattle,13073.25
2025-10-21,Seattle,Control,San Francisco / Seattle,13133.08
2025-10-22,Seattle,Control,San Francisco / Seattle,12967.43
2025-10-23,Seattle,Control,San Francisco / Seattle,12767.43
2025-10-24,Seattle,Control,San Francisco / Seattle,12750.28
2025-10-25,Seattle,Control,San Francisco / Seattle,14488.47
2025-10-26,Seattle,Control,San Francisco / Seattle,14257.17
2025-10-27,Seattle,Control,San Francisco / Seattle,12602.8
2025-10-28,Seattle,Control,San Francisco / Seattle,12904.36
2025-10-29,Seattle,Control,San Francisco / Seattle,12734.1
2025-10-30,Seattle,Control,San Francisco / Seattle,13412.46
2025-10-31,Seattle,Control,San Francisco / Seattle,11725.72
2025-11-01,Seattle,Control,San Francisco / Seattle,14758.44
2025-11-02,Seattle,Control,San Francisco / Seattle,14796.5
2025-11-03,Seattle,Control,San Francisco / Seattle,11885.44
2025-11-04,Seattle,Control,San Francisco / Seattle,12554.97
2025-11-05,Seattle,Control,San Francisco / Seattle,12521.23
2025-11-06,Seattle,Control,San Francisco / Seattle,12085.1
2025-11-07,Seattle,Control,San Francisco / Seattle,12315.82
2025-11-08,Seattle,Control,San Francisco / Seattle,13722.1
2025-11-09,Seattle,Control,San Francisco / Seattle,14847.19
2025-11-10,Seattle,Control,San Francisco / Seattle,12941.06
2025-11-11,Seattle,Control,San Francisco / Seattle,13056.5
2025-11-12,Seattle,Control,San Francisco / Seattle,12818.21
2025-11-13,Seattle,Control,San Francisco / Seattle,12060.18
2025-11-14,Seattle,Control,San Francisco / Seattle,12284.85
2025-11-15,Seattle,Control,San Francisco / Seattle,14233.86
2025-11-16,Seattle,Control,San Francisco / Seattle,13533.34
2025-11-17,Seattle,Control,San Francisco / Seattle,12732.08
2025-11-18,Seattle,Control,San Francisco / Seattle,12336.06
2025-11-19,Seattle,Control,San Francisco / Seattle,12268.22
2025-11-20,Seattle,Control,San Francisco / Seattle,12689.12
2025-11-21,Seattle,Control,San Francisco / Seattle,12569.67
2025-11-22,Seattle,Control,San Francisco / Seattle,13795.47
2025-11-23,Seattle,Control,San Francisco / Seattle,14392.13
2025-11-24,Seattle,Control,San Francisco / Seattle,11925.19
2025-11-25,Seattle,Control,San Francisco / Seattle,12593.86
2025-11-26,Seattle,Control,San Francisco / Seattle,12575.28
2025-11-27,Seattle,Control,San Francisco / Seattle,15805.45
2025-11-28,Seattle,Control,San Francisco / Seattle,17851.64
2025-11-29,Seattle,Control,San Francisco / Seattle,13373.35
2025-11-30,Seattle,Control,San Francisco / Seattle,14236.71
2025-12-01,Seattle,Control,San Francisco / Seattle,12227.14
2025-12-02,Seattle,Control,San Francisco / Seattle,12086.71
2025-12-03,Seattle,Control,San Francisco / Seattle,12710.81
2025-12-04,Seattle,Control,San Francisco / Seattle,12005.59
2025-12-05,Seattle,Control,San Francisco / Seattle,11720.77
2025-12-06,Seattle,Control,San Francisco / Seattle,13219.05
2025-12-07,Seattle,Control,San Francisco / Seattle,14082.38
2025-12-08,Seattle,Control,San Francisco / Seattle,11766.79
2025-12-09,Seattle,Control,San Francisco / Seattle,12980.6
2025-12-10,Seattle,Control,San Francisco / Seattle,11446.36
2025-12-11,Seattle,Control,San Francisco / Seattle,12958.89
2025-12-12,Seattle,Control,San Francisco / Seattle,12366.62
2025-12-13,Seattle,Control,San Francisco / Seattle,13806.17
2025-12-14,Seattle,Control,San Francisco / Seattle,13630.27
2025-12-15,Seattle,Control,San Francisco / Seattle,12452.01
2025-12-16,Seattle,Control,San Francisco / Seattle,12282.15
2025-12-17,Seattle,Control,San Francisco / Seattle,12744.12
2025-12-18,Seattle,Control,San Francisco / Seattle,12354.83
2025-12-19,Seattle,Control,San Francisco / Seattle,12376.33
2025-12-20,Seattle,Control,San Francisco / Seattle,13738.58
2025-12-21,Seattle,Control,San Francisco / Seattle,13869.8
2025-12-22,Seattle,Control,San Francisco / Seattle,12465.0
2025-12-23,Seattle,Control,San Francisco / Seattle,11667.84
2025-12-24,Seattle,Control,San Francisco / Seattle,14823.41
2025-12-25,Seattle,Control,San Francisco / Seattle,14471.51
2025-12-26,Seattle,Control,San Francisco / Seattle,12454.8
2025-12-27,Seattle,Control,San Francisco / Seattle,13885.85
2025-12-28,Seattle,Control,San Francisco / Seattle,13980.54
2025-12-29,Seattle,Control,San Francisco / Seattle,12566.66
2025-12-30,Seattle,Control,San Francisco / Seattle,12226.91
2025-12-31,Seattle,Control,San Francisco / Seattle,13347.41
2025-01-01,Austin,Test,Austin / Denver,8087.85
2025-01-02,Austin,Test,Austin / Denver,7215.87
2025-01-03,Austin,Test,Austin / Denver,7715.76
2025-01-04,Austin,Test,Austin / Denver,8227.12
